Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Yukon,Qassim,GMC,Automatic,Saudi,Full,2012,5.3,270,39000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,173700,30000
Yukon,Jeddah,GMC,Automatic,Saudi,Full,2013,2.7,300,55000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2011,1.4,108000,19000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.6,41000,190000
A6,Riyadh,Audi,Automatic,Saudi,Semi Full,2013,3.0,75000,70000
Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,49000
Innova,Jubail,Toyota,Automatic,Saudi,Full,2015,2.7,114000,49000
Taurus,Al-Namas,Ford,Automatic,Saudi,Semi Full,2010,4.4,10000,25000
Dokker,Riyadh,Renault,Manual,Saudi,Standard,2016,1.8,143000,20000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,142311,75000
Cadenza,Riyadh,Kia,Automatic,Saudi,Full,2017,3.3,88000,83000
CX5,Riyadh,Mazda,Automatic,Saudi,Full,2019,2.5,33000,102000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.6,18000,285000
Camry,Qassim,Toyota,Automatic,Other,Standard,2016,2.5,148254,59000
Expedition,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,5.4,172000,76000
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2009,2.5,350000,25000
CX9,Dammam,Mazda,Automatic,Gulf Arabic,Full,2016,3.7,169300,65000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2006,4.5,215000,79000
Datsun,Riyadh,Nissan,Manual,Other,Full,1998,2.4,650000,12000
Accord,Abha,Honda,Automatic,Saudi,Standard,2008,2.4,197000,20000
Sonata,Al-Ahsa,Hyundai,Manual,Saudi,Standard,2019,2.4,3400,58000
Rio,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.4,270000,25000
Suburban,Makkah,GMC,Automatic,Saudi,Standard,2006,2.0,230000,29000
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2017,1.0,135000,73000
Mohave,Riyadh,Kia,Automatic,Saudi,Standard,2014,3.8,256000,30000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2007,5.3,262,30000
Traverse,Al-Medina,Chevrolet,Automatic,Other,Semi Full,2009,3.6,325,18000
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,125000,45000
Yaris,Jubail,Toyota,Manual,Saudi,Standard,2016,1.5,134000,23000
Explorer,Khobar,Ford,Automatic,Other,Standard,2003,4.0,360000,8000
The 5,Khobar,BMW,Automatic,Saudi,Standard,2014,2.0,150000,57000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2011,5.3,401000,52000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.6,177900,220000
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.6,219175,113500
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2014,2.0,139000,90000
Ghost,Dammam,Rolls-Royce,Automatic,Saudi,Full,2010,6.0,175000,310000
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2011,2.7,304000,32000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,57000,44000
Elantra,Al-Medina,Hyundai,Automatic,Other,Full,2016,1.6,87000,42000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.2,268041,75000
C,Dammam,Mercedes,Automatic,Saudi,Full,2015,2.0,125000,119000
Durango,Riyadh,Dodge,Automatic,Saudi,Semi Full,2013,5.7,253,29000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,85000,141000
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,47000,54000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.6,76014,48000
Rush,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.5,55000,52000
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.6,105272,38500
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2014,2.0,48000,100000
Cherokee,Riyadh,Jeep,Automatic,Saudi,Standard,2010,3.4,400,15000
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2017,2.7,73000,72000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,109000,33000
Copper,Qassim,MINI,Manual,Saudi,Full,1998,2.0,900000,40000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2014,5.7,190700,59000
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.5,238000,48500
Azera,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2012,3.0,433000,30000
Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2016,3.5,198000,69000
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2014,2.7,180000,52000
CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2015,2.4,138020,58000
Sonata,Tabouk,Hyundai,Automatic,Gulf Arabic,Full,2018,2.0,79000,36000
The 5,Riyadh,BMW,Automatic,Saudi,Semi Full,2011,3.0,276000,65000
Veloster,Riyadh,Hyundai,Automatic,Saudi,Full,2019,2.0,63000,62000
Prestige,Tabouk,Genesis,Automatic,Gulf Arabic,Semi Full,2015,3.8,85343,81000
Taurus,Jazan,Ford,Automatic,Saudi,Full,2014,3.5,269177,60000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015,4.6,83000,160000
E,Riyadh,Mercedes,Automatic,Other,Standard,2016,2.0,110440,98000
G,Riyadh,Mercedes,Automatic,Saudi,Full,2015,8.8,213000,240000
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,36833,28500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,127974,61500
LX,Riyadh,Lexus,Automatic,Saudi,Full,2019,5.7,41142,381000
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,203312,62500
IS,Dammam,Lexus,Automatic,Other,Full,2017,3.0,90000,117000
Cerato,Jeddah,Kia,Automatic,Saudi,Full,2010,1.6,293300,13500
Camry,Dammam,Toyota,Automatic,Other,Semi Full,2001,2.5,346900,17000
Hiace,Riyadh,Toyota,Manual,Other,Standard,2016,2.7,99999,69000
Avalon,Tabouk,Toyota,Automatic,Saudi,Semi Full,2019,3.5,60000,115000
Expedition,Dammam,Ford,Automatic,Saudi,Full,2018,3.6,44200,159000
Blazer,Jeddah,Chevrolet,Automatic,Saudi,Full,2008,3.6,220000,18000
Fluence,Dammam,Renault,Automatic,Saudi,Semi Full,2015,1.6,91000,20000
ES,Khobar,Lexus,Automatic,Other,Full,2007,6.1,240000,24000
Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,116987,58000
Grand Cherokee,Dammam,Jeep,Automatic,Saudi,Full,2017,5.7,102000,99000
Pajero,Aseer,Mitsubishi,Automatic,Saudi,Full,2018,3.8,62000,82000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,120496,40800
Edge,Riyadh,Ford,Automatic,Saudi,Standard,2009,3.5,357,20000
Furniture,Riyadh,Toyota,Automatic,Other,Semi Full,2013,2.4,170000,55000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,130000,53000
Hilux,Tabouk,Toyota,Manual,Saudi,Semi Full,2013,2.7,290,55000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,65325,71500
Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,51419,27500
Fusion,Dammam,Ford,Automatic,Gulf Arabic,Semi Full,2016,1.2,99200,45000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,117313,32500
Optima,Dammam,Kia,Automatic,Saudi,Semi Full,2014,2.0,241000,35000
Suburban,Makkah,Chevrolet,Automatic,Saudi,Semi Full,2011,4.0,289,36000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,145000,37000
S,Al-Namas,Mercedes,Automatic,Other,Full,1995,3.0,200000,15000
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,183000,60000
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,11571,116500
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2014,4.0,116000,50000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2018,5.7,82000,220000
Sunny,Riyadh,Nissan,Manual,Saudi,Standard,2008,1.5,275000,10000
E,Jeddah,Mercedes,Manual,Other,Semi Full,2017,9.0,134000,155000
Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Full,2006,4.5,311100,63000
Grand Cherokee,Riyadh,Jeep,Automatic,Gulf Arabic,Full,2014,5.7,76300,85000
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2017,2.4,263400,40000
Ciocca,Riyadh,Toyota,Automatic,Saudi,Standard,2016,5.7,348000,79000
Hilux,Aseer,Toyota,Manual,Saudi,Full,2020,2.4,34000,120000
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,192901,114500
Land Cruiser,Taef,Toyota,Automatic,Saudi,Standard,2007,1.2,300000,30000
Other,Qassim,Other,Manual,Other,Standard,1980,2.4,2500,220000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,105509,26000
Grand Marquis,Al-Medina,Mercury,Automatic,Unknown,Full,2007,4.6,179000,24000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,41000,34000
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.6,50000,29000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2008,5.7,390000,25000
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2013,2.5,300000,35000
Camry,Qassim,Toyota,Manual,Saudi,Standard,2001,1.4,300,13500
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,110448,30000
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2008,1.7,280000,17000
Marquis,Riyadh,Ford,Automatic,Saudi,Full,2011,4.6,114000,48000
Q,Riyadh,INFINITI,Automatic,Gulf Arabic,Semi Full,2019,2.0,5000,90000
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,1.6,107000,39000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2017,3.5,158039,75000
3,Riyadh,Mazda,Automatic,Saudi,Semi Full,2016,2.0,104800,39000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2015,1.9,274000,66000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2013,5.3,77000,80000
Elantra,Jeddah,Hyundai,Manual,Saudi,Standard,2011,2.0,337000,10000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,159626,27500
S,Dammam,Mercedes,Automatic,Other,Full,2015,3.0,46000,210000
Accord,Dammam,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,129000,68000
F3,Al-Medina,BYD,Automatic,Saudi,Standard,2020,1.5,60000,28000
Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2019,2.0,26000,84000
Accent,Dammam,Hyundai,Manual,Saudi,Standard,2005,1.5,294602,5000
Kona,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,2.0,76000,56000
Flex,Khobar,Ford,Automatic,Saudi,Semi Full,2012,3.5,282000,25000
Corolla,Yanbu,Toyota,Automatic,Saudi,Standard,2019,1.6,39000,52000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2019,4.6,38000,248000
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2018,3.8,50000,290000
Datsun,Riyadh,Nissan,Manual,Other,Semi Full,2015,2.4,108500,27500
Explorer,Dammam,Ford,Automatic,Other,Full,2016,3.6,151000,106000
Fusion,Riyadh,Ford,Automatic,Other,Full,2017,2.0,55000,65000
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2008,3.3,240,35000
Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2013,3.5,177000,70000
UX,Dammam,Lexus,Automatic,Gulf Arabic,Full,2020,2.0,10000,176000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,67000,52000
S,Dammam,Mercedes,Automatic,Saudi,Full,2013,3.0,110000,113000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,74917,38500
Beetle,Jeddah,Volkswagen,Automatic,Other,Semi Full,2015,1.8,89000,54000
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.0,101381,48500
Corolla,Taef,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,52000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2012,3.0,360000,24000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.4,173000,43000
FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,4.0,199000,95000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2016,3.8,144624,47000
Furniture,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,55000
Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2008,3.5,320000,30000
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,36000,48000
S,Riyadh,Mercedes,Automatic,Other,Full,2017,3.0,53000,260000
FJ,Qassim,Toyota,Automatic,Saudi,Full,2015,2.7,230000,85000
Sunny,Riyadh,Nissan,Manual,Saudi,Standard,2011,1.6,311000,10000
Senta fe,Jeddah,Hyundai,Automatic,Saudi,Full,2016,3.3,73115,85000
F150,Riyadh,Ford,Automatic,Saudi,Semi Full,2019,3.5,13339,291500
Edge,Jeddah,Ford,Automatic,Saudi,Full,2013,3.5,240,43000
Prado,Jazan,Toyota,Automatic,Saudi,Full,2012,4.0,240000,70000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,1.2,150,20000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,105154,85000
Tahoe,Dammam,Chevrolet,Automatic,Other,Semi Full,2018,3.0,127000,159000
Explorer,Makkah,Ford,Automatic,Other,Standard,2013,3.5,218000,48000
LX,Taef,Lexus,Automatic,Gulf Arabic,Full,2018,7.5,122000,340000
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2017,3.5,104159,106500
Accord,Al-Ahsa,Honda,Automatic,Gulf Arabic,Full,2016,1.6,81000,63000
Creta,Besha,Hyundai,Automatic,Saudi,Full,2018,1.6,11800,56000
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2015,2.0,54000,120000
Explorer,Dammam,Ford,Automatic,Saudi,Standard,2017,3.6,150000,73000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2014,1.6,275000,25000
Navara,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.5,132714,41500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,12000,78000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,105000,23000
Datsun,Riyadh,Nissan,Manual,Saudi,Full,2015,2.4,212000,42000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.5,122000,37000
Lancer,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2014,1.0,150000,16000
Innova,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,38500
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,73000,110000
Rav4,Jeddah,Toyota,Automatic,Saudi,Standard,2018,2.5,72000,95000
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2017,2.7,555555,73000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,27000
Hilux,Al-Medina,Toyota,Manual,Saudi,Semi Full,2016,1.0,121,60500
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,6.2,155000,77000
Camry,Tabouk,Toyota,Manual,Saudi,Standard,1999,2.4,400,20000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,6.0,75000,65000
Yukon,Dammam,GMC,Automatic,Saudi,Full,2007,5.3,235000,65000
Altima,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2015,2.5,60829,48000
Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,98000,27500
Suburban,Riyadh,GMC,Automatic,Saudi,Standard,2004,5.3,300000,8000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,3.6,212000,64000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2015,5.0,140000,245000
Patrol,Jeddah,Nissan,Automatic,Saudi,Standard,2016,4.8,59000,83000
Rio,Riyadh,Kia,Automatic,Saudi,Full,2019,1.4,48000,38000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,117000,63000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,5.3,97955,145000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2016,3.5,144000,55000
Marquis,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2009,4.0,377000,21000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,110000,255000
Van R,Hafar Al-Batin,Victory Auto,Manual,Saudi,Full,2017,1.2,1500,31000
Camry,Qassim,Toyota,Automatic,Unknown,Full,2005,2.5,437000,13000
Mustang,Dammam,Ford,Automatic,Gulf Arabic,Full,2016,3.7,240000,89000
Elantra,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2015,2.0,140,38000
Rush,Khobar,Toyota,Automatic,Saudi,Semi Full,2021,1.5,9000,59500
CS35 Plus,Riyadh,Changan,Automatic,Saudi,Full,2020,1.4,67095,60000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2010,3.6,283000,33000
Yukon,Al-Baha,GMC,Automatic,Saudi,Full,2009,6.2,138000,55000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Standard,2020,3.0,17000,428000
Hiace,Abha,Toyota,Manual,Saudi,Standard,2016,2.7,180000,72000
DB9,Dammam,Aston Martin,Automatic,Saudi,Full,2010,6.0,71000,180000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2014,3.0,195000,170000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2017,3.5,123000,85000
ML,Makkah,Mercedes,Automatic,Saudi,Semi Full,2005,3.7,356000,19000
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2015,5.3,86000,98000
Range Rover,Al-Ahsa,Land Rover,Automatic,Other,Full,2016,4.3,87000,167000
C,Dammam,Mercedes,Automatic,Saudi,Full,2018,3.0,44000,180000
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,1.5,131006,58000
Sorento,Jeddah,Kia,Automatic,Saudi,Semi Full,2010,3.3,213000,22000
Rio,Dammam,Kia,Automatic,Saudi,Standard,2016,1.4,119000,20000
X-Trail,Aseer,Nissan,Automatic,Saudi,Semi Full,2016,2.5,142000,46000
Tahoe,Riyadh,Chevrolet,Automatic,Other,Full,2016,5.3,128000,164000
Victoria,Jeddah,Ford,Automatic,Saudi,Full,2011,4.6,343000,29000
APV,Dammam,Suzuki,Manual,Saudi,Standard,2017,1.6,80000,30000
S,Riyadh,Mercedes,Automatic,Other,Full,2015,3.0,109000,199000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,49498,40500
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2016,4.0,143000,120000
Expedition,Al-Medina,Ford,Automatic,Other,Full,2010,5.7,335000,65000
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2017,2.7,44000,78000
Elantra,Dammam,Hyundai,Automatic,Saudi,Full,2006,2.0,10000,7000
Camry,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2014,2.5,130000,37000
Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,2.7,286000,38000
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2012,5.6,381000,75000
Yaris,Yanbu,Toyota,Automatic,Saudi,Standard,2016,1.5,100,32000
Elantra,Riyadh,Hyundai,Manual,Saudi,Standard,2009,1.0,4000,11000
S,Jeddah,Mercedes,Automatic,Saudi,Full,2013,3.0,121000,118000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.4,250000,50000
CX3,Riyadh,Mazda,Automatic,Saudi,Standard,2018,3.0,39000,58000
CLA,Riyadh,Mercedes,Automatic,Other,Standard,2020,2.0,10000,195000
Viano,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2013,3.5,154000,45000
ES,Hafar Al-Batin,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.5,200000,80000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2020,3.5,25182,120000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,57000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,117081,27000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.6,160000,27500
EC7,Jeddah,Geely,Manual,Other,Standard,2015,1.3,160000,14000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,158000,29000
Elantra,Qassim,Hyundai,Automatic,Other,Full,2016,1.6,101715,52000
Altima,Riyadh,Nissan,Automatic,Gulf Arabic,Full,2019,2.5,1000,115000
Traverse,Dammam,Chevrolet,Automatic,Other,Full,2016,3.4,154000,79000
Charger,Jeddah,Dodge,Automatic,Other,Full,2014,3.6,300000,35000
LX,Riyadh,Lexus,Automatic,Saudi,Standard,2013,5.7,240000,145000
Safari,Dammam,GMC,Automatic,Saudi,Semi Full,2005,5.3,84000,22000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.0,264000,69000
Edge,Dammam,Ford,Automatic,Saudi,Full,2016,3.5,76200,77000
Yaris,Qassim,Toyota,Automatic,Saudi,Standard,2019,1.5,54000,35000
Accent,Hail,Hyundai,Automatic,Saudi,Standard,2020,1.4,21000,47000
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,1.6,138661,47500
C,Riyadh,Mercedes,Automatic,Other,Semi Full,2016,2.0,76000,102000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Standard,2015,3.5,103900,50000
Hilux,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2014,2.7,21000,75000
Cadillac,Riyadh,Classic,Automatic,Saudi,Full,1995,8.0,119,25000
Hilux,Dammam,Toyota,Manual,Saudi,Full,2020,2.4,29000,142000
The 5,Jeddah,BMW,Automatic,Saudi,Standard,2019,2.0,49528,138000
C300,Jeddah,Chrysler,Automatic,Saudi,Full,2012,3.5,160000,55500
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,152973,24500
Caprice,Dammam,Chevrolet,Automatic,Other,Semi Full,2013,6.2,193000,44000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2019,5.7,6000,298000
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2019,2.7,60000,97000
Kona,Riyadh,Hyundai,Automatic,Saudi,Full,2020,2.0,3109,89000
Furniture,Aseer,Toyota,Automatic,Saudi,Standard,2021,2.7,11000,100000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.6,156000,40000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,260000,60000
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2016,5.3,82576,120000
Challenger,Jubail,Dodge,Automatic,Saudi,Full,2012,3.6,360000,35000
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2018,1.5,53146,91500
Caprice,Tabouk,Chevrolet,Automatic,Saudi,Semi Full,2015,6.0,235000,65000
Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2016,3.6,127500,79000
Patrol,Jeddah,Nissan,Automatic,Saudi,Full,2019,4.0,42000,185000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018,2.0,116000,48000
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,90000,65000
CX5,Hail,Mazda,Automatic,Saudi,Standard,2019,2.5,84000,75000
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2020,5.3,37000,165000
Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2015,2.7,122000,43000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2016,2.4,76000,53000
Camry,Riyadh,Toyota,Automatic,Other,Standard,2016,2.5,96000,60000
Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,164169,29500
The 7,Jeddah,BMW,Automatic,Saudi,Full,2006,2.8,220,26000
QX,Riyadh,INFINITI,Automatic,Saudi,Full,2012,5.4,205000,77000
RX,Dammam,Lexus,Automatic,Other,Full,2017,3.5,81000,165000
Land Cruiser,Dammam,Toyota,Manual,Saudi,Semi Full,2002,4.0,3000,42000
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.7,175559,76500
Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Full,2017,3.2,80000,89500
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2015,3.6,225989,84000
Suburban,Riyadh,GMC,Automatic,Saudi,Semi Full,1994,5.3,90531,9500
Platinum,Riyadh,Genesis,Automatic,Saudi,Semi Full,2015,3.5,181000,70000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,105739,26800
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2014,2.5,117000,43000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.5,84000,68000
Carenz,Al-Ahsa,Kia,Automatic,Saudi,Standard,2015,2.0,102000,40000
Camaro,Dammam,Chevrolet,Automatic,Other,Full,2017,3.6,99000,109000
6,Al-Medina,Mazda,Automatic,Saudi,Full,2014,2.5,232000,38000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.3,210000,50000
Avanza,Hafar Al-Batin,Toyota,Automatic,Saudi,Standard,2016,1.6,115,30000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2006,5.7,390000,74000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,56000,40000
Taurus,Riyadh,Ford,Automatic,Gulf Arabic,Full,2017,3.5,27000,83000
Suburban,Jazan,GMC,Automatic,Other,Full,2004,5.3,452800,18000
Emgrand,Jeddah,Geely,Automatic,Saudi,Full,2019,1.8,66000,40000
D-MAX,Abha,Isuzu,Manual,Saudi,Full,2019,7.5,40000,125000
Dyna,Riyadh,Isuzu,Manual,Saudi,Standard,2016,1.5,420,104000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Standard,2005,3.5,300000,12000
Z,Jeddah,BMW,Automatic,Saudi,Full,2015,4.0,65555,95000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2016,3.5,102000,72000
Coupe S,Najran,Hyundai,Automatic,Saudi,Full,2010,3.8,240,25000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.6,238000,40500
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,3.5,73000,77000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,76000,37500
Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,26315,27499
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2018,1.6,45000,54000
Maxima,Dammam,Nissan,Automatic,Saudi,Full,2018,3.5,48000,85000
Suburban,Riyadh,GMC,Automatic,Other,Full,2002,5.3,30000,9000
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,5.3,198506,111500
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2011,3.5,369000,37500
