Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2015,2.0,82914,False,53000
Focus,Riyadh,Ford,Automatic,Saudi,Standard,2012,1.6,181,False,15000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,285000,False,36000
Sierra,Taef,GMC,Automatic,Gulf Arabic,Semi Full,2000,1.5,400000,False,10000
Caprice,Al-Baha,Chevrolet,Automatic,Other,Full,2009,6.0,350000,False,15000
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,2018,4.0,86852,False,109000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2009,5.4,360,False,32000
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,160000,False,100000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,30000,False,194500
Grand Marquis,Dammam,Mercury,Automatic,Saudi,Semi Full,2000,3.8,179000,False,14000
The 5,Khobar,BMW,Automatic,Gulf Arabic,Full,1997,2.0,300000,False,10000
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,31000,False,54000
Camry,Al-Baha,Toyota,Automatic,Gulf Arabic,Standard,2014,2.2,80250,False,55000
ES,Riyadh,Lexus,Automatic,Other,Full,2018,3.5,66000,False,139000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.8,200,False,56000
Land Cruiser,Riyadh,Toyota,Automatic,Unknown,Full,2018,4.6,24000,True,0
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2017,4.0,55000,True,0
Victoria,Taef,Ford,Automatic,Saudi,Semi Full,2010,1.0,182,True,0
Marquis,Al-Medina,Ford,Automatic,Saudi,Semi Full,2006,4.6,30000,True,0
H2,Al-Medina,HAVAL,Automatic,Other,Semi Full,2021,1.4,6000,True,0
A,Riyadh,Mercedes,Manual,Saudi,Full,2020,2.0,5000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2009,4.7,760,True,0
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2009,2.4,2013000,False,35000
The 5,Jubail,BMW,Automatic,Gulf Arabic,Standard,2018,2.0,16000,False,145000
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2017,4.6,109000,True,0
CT-S,Dammam,Cadillac,Automatic,Saudi,Semi Full,2019,2.0,43000,False,135000
Malibu,Jeddah,Chevrolet,Automatic,Other,Semi Full,2013,2.5,220000,False,21000
MKZ,Riyadh,Lincoln,Automatic,Gulf Arabic,Full,2018,2.0,64000,True,0
Hilux,Makkah,Toyota,Manual,Saudi,Full,2015,1.7,57000,True,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,166000,False,43000
LX,Riyadh,Lexus,Automatic,Saudi,Full,2014,5.7,220000,False,180000
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,173000,False,108000
Hilux,Al-Baha,Toyota,Automatic,Saudi,Full,2020,2.7,7833,True,0
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2017,3.6,122102,False,53500
Traverse,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,69000,True,0
QX,Dammam,INFINITI,Automatic,Saudi,Full,2016,5.6,185000,False,119000
Hilux,Al-Jouf,Toyota,Manual,Saudi,Full,2005,2.7,270000,True,0
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2021,1.5,11000,False,32500
Blazer,Wadi Dawasir,Chevrolet,Automatic,Saudi,Full,2008,3.6,128000,False,15000
CX9,Makkah,Mazda,Automatic,Saudi,Full,2014,3.7,131000,True,0
H1,Qassim,Hyundai,Automatic,Unknown,Semi Full,2019,2.4,20000,True,0
C300,Riyadh,Chrysler,Automatic,Gulf Arabic,Full,2018,5.7,49000,False,135000
Taurus,Taef,Ford,Automatic,Saudi,Standard,2011,3.5,22000,False,50000
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2004,2.4,570000,True,0
Yukon,Aseer,GMC,Automatic,Saudi,Semi Full,2012,5.3,60000,True,0
Wingle,Jeddah,Great Wall,Manual,Saudi,Full,2020,2.0,73000,False,1197
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,132000,False,65000
Panamera,Riyadh,Porsche,Automatic,Gulf Arabic,Full,2014,3.0,53000,True,0
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,209677,False,47500
Patrol,Makkah,Nissan,Manual,Saudi,Semi Full,1998,4.0,143,True,0
Rush,Arar,Toyota,Automatic,Other,Standard,2021,1.5,600,True,0
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2019,2.0,6000,False,335000
Taurus,Riyadh,Ford,Automatic,Other,Full,2016,3.5,91815,False,86000
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,124000,False,58500
Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,163000,False,69500
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,False,24000
Sonata,Qassim,Hyundai,Automatic,Other,Semi Full,2016,2.4,152000,False,52000
Impala,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2018,3.6,112000,False,67000
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2015,2.7,226000,False,45000
Hilux,Jeddah,Toyota,Manual,Saudi,Semi Full,2009,2.7,300,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2018,5.3,37000,True,0
The M,Dammam,BMW,Automatic,Gulf Arabic,Standard,2018,2.0,1600,False,135000
CX9,Taef,Mazda,Automatic,Saudi,Full,2015,2.5,234000,False,57000
Yukon,Jeddah,GMC,Automatic,Other,Full,2020,5.3,63860,False,175000
Land Cruiser Pickup,Riyadh,Nissan,Manual,Saudi,Full,2012,4.8,339822,False,40000
Accord,Riyadh,Honda,Automatic,Saudi,Full,2017,2.4,139806,False,71500
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,68000,False,66000
Camry,Al-Baha,Toyota,Manual,Saudi,Standard,2008,2.4,388000,False,17000
Cadenza,Riyadh,Kia,Automatic,Gulf Arabic,Full,2018,3.3,69000,False,95000
Camaro,Riyadh,Chevrolet,Automatic,Other,Full,2017,2.0,81633,False,120000
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2017,2.0,100000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.6,3226,True,0
D-MAX,Dammam,Isuzu,Manual,Saudi,Semi Full,2007,2.5,452000,True,0
Suburban,Riyadh,GMC,Automatic,Other,Standard,2004,1.1,212,False,14000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2005,5.3,306270,True,0
Genesis,Riyadh,Hyundai,Automatic,Saudi,Full,2017,5.0,106000,False,90000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,43000,False,30000
Land Cruiser,Tabouk,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,194,True,0
E,Al-Ahsa,Mercedes,Automatic,Gulf Arabic,Full,2014,2.0,135000,True,0
Taurus,Khobar,Ford,Automatic,Saudi,Semi Full,2011,3.5,281000,False,29500
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2013,2.5,185000,False,42000
Land Cruiser,Jazan,Toyota,Automatic,Other,Full,2004,4.6,38000,True,0
Land Cruiser 70,Hail,Toyota,Manual,Saudi,Semi Full,2011,4.0,352500,False,58000
Sunny,Riyadh,Nissan,Automatic,Other,Standard,2014,1.5,156,True,0
Fusion,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,2.5,80000,False,50000
K5,Aseer,Kia,Automatic,Saudi,Standard,2021,2.5,30000,False,1414
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,2.5,71000,True,0
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,2.5,150000,True,0
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,2006,4.0,325000,False,15000
Explorer,Riyadh,Ford,Automatic,Saudi,Full,2008,3.5,315000,True,0
Grand Cherokee,Khobar,Jeep,Automatic,Saudi,Full,2020,3.6,52000,False,162000
VTC,Qurayyat,Nissan,Manual,Gulf Arabic,Standard,2016,4.8,55000,True,0
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,179858,False,121500
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2013,3.6,353000,False,39500
Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2018,2.5,90000,False,55000
CS95,Riyadh,Changan,Automatic,Saudi,Full,2021,2.0,33000,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2012,5.3,214,True,0
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.5,170,True,0
Camry,Dammam,Toyota,Automatic,Saudi,Full,2020,3.5,26000,False,126000
Cerato,Qassim,Kia,Automatic,Saudi,Semi Full,2016,1.6,12100,False,30000
Optima,Riyadh,Kia,Automatic,Unknown,Semi Full,2014,2.4,170000,True,0
Charger,Jeddah,Dodge,Automatic,Saudi,Full,2017,5.7,64000,False,145000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2014,5.4,16682,False,76500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,129413,False,57500
Traverse,Jubail,Chevrolet,Automatic,Gulf Arabic,Full,2012,3.6,176000,False,40000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,203843,False,90000
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,158000,True,0
Cayenne Turbo S,Jeddah,Porsche,Automatic,Saudi,Full,2009,4.8,127000,True,0
Land Cruiser,Qurayyat,Toyota,Automatic,Saudi,Full,2015,8.0,200000,True,0
FJ,Qassim,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,114000,False,115000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2014,9.0,360,True,0
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2013,5.6,442000,False,85000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,47000,False,1221
Land Cruiser,Dammam,Toyota,Manual,Saudi,Semi Full,2005,4.6,300,True,0
Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2018,5.3,58000,False,170000
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2016,5.3,110000,False,144000
Impala,Qassim,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.5,53000,False,80000
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,3.6,157136,False,84500
CX3,Al-Medina,Mazda,Automatic,Saudi,Semi Full,2018,2.9,78000,False,54000
Cerato,Arar,Kia,Automatic,Saudi,Standard,2015,1.6,120000,False,25000
Furniture,Aseer,Toyota,Automatic,Saudi,Semi Full,2013,4.1,285000,False,55000
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,4.0,44000,True,0
C,Aseer,Mercedes,Automatic,Other,Full,2018,2.0,91000,False,138000
SEL,Dammam,Mercedes,Automatic,Other,Full,1990,4.0,89000,False,75000
Civic,Jeddah,Honda,Automatic,Saudi,Full,2016,2.0,68800,False,55000
Echo Sport,Riyadh,Ford,Automatic,Saudi,Standard,2015,1.4,101600,False,28000
Challenger,Dammam,Dodge,Automatic,Other,Full,2016,3.6,160000,False,89000
Hilux,Abha,Toyota,Manual,Saudi,Full,2015,2.7,157000,False,60000
S,Riyadh,Mercedes,Automatic,Other,Full,2015,3.0,300000,False,188000
Hilux,Sakaka,Toyota,Manual,Gulf Arabic,Full,2016,2.7,217000,True,0
Malibu,Jeddah,Chevrolet,Manual,Gulf Arabic,Semi Full,2013,6.0,200000,True,0
Avalon,Al-Baha,Toyota,Automatic,Saudi,Full,2013,4.1,360,True,0
CL,Dammam,Mercedes,Automatic,Saudi,Full,2011,4.0,60000,False,170000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,56000,False,50000
LX,Riyadh,Lexus,Automatic,Saudi,Full,2020,5.7,24000,True,0
Innova,Jeddah,Toyota,Automatic,Saudi,Semi Full,2007,2.7,199800,False,25000
S,Dammam,Mercedes,Automatic,Saudi,Full,2015,5.0,99000,False,255000
Carnival,Dammam,Kia,Automatic,Saudi,Semi Full,2013,3.3,169000,True,0
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2013,5.3,327000,False,45000
VTC,Al-Namas,Nissan,Automatic,Saudi,Full,1999,4.5,297000,True,0
Other,Taef,Other,Automatic,Saudi,Full,2004,2.4,6000,True,0
D-MAX,Aseer,Isuzu,Automatic,Saudi,Full,2020,3.0,2700,True,0
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,1100000,False,80000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2017,2.4,210,True,0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,86213,False,41500
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2018,2.7,27000,False,88000
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,3.5,225000,True,0
Edge,Riyadh,Ford,Automatic,Saudi,Full,2011,3.5,231000,False,35000
Wrangler,Jeddah,Jeep,Automatic,Saudi,Full,2015,3.6,200,False,85000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2015,3.2,125000,False,130000
Datsun,Riyadh,Nissan,Manual,Saudi,Full,2016,2.0,22000,False,45000
Taurus,Riyadh,Ford,Automatic,Other,Full,2016,3.5,105,False,83000
Sonata,Al-Medina,Hyundai,Automatic,Unknown,Semi Full,2020,2.4,2396,True,0
Optra,Hafar Al-Batin,Chevrolet,Manual,Other,Semi Full,2005,1.6,300,True,0
C,Dammam,Mercedes,Automatic,Other,Full,2017,2.0,96000,False,170000
Charger,Al-Medina,Dodge,Automatic,Other,Full,2016,1.7,140,False,65000
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,216000,False,58000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.5,161353,False,57500
Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2009,5.7,251000,True,0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,52000,True,0
Yaris,Abha,Toyota,Automatic,Saudi,Standard,2011,1.3,300500,False,14000
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,125000,False,66000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.0,190000,False,38000
Sunny,Riyadh,Nissan,Automatic,Gulf Arabic,Standard,2002,1.6,340000,True,0
Sierra,Qassim,GMC,Automatic,Saudi,Standard,2020,5.3,17000,False,135000
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.4,50000,False,33000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,88564,False,26800
Furniture,Makkah,Toyota,Automatic,Saudi,Semi Full,2020,2.7,82000,True,0
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2011,5.3,400,True,0
Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2013,4.6,101000,False,150000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2013,4.6,281000,False,135000
H1,Sakaka,Hyundai,Automatic,Saudi,Standard,2013,2.5,100000,True,0
Rio,Riyadh,Kia,Automatic,Saudi,Semi Full,2018,2.0,85000,False,30000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,74000,False,27000
Land Cruiser 70,Dammam,Toyota,Manual,Saudi,Semi Full,2014,4.0,70000,False,69000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,22999,False,53000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2014,6.0,182000,False,90000
Flex,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2016,3.5,27800,True,0
Maxima,Riyadh,Nissan,Automatic,Saudi,Standard,2017,3.5,158543,False,61500
Navara,Jeddah,Nissan,Automatic,Other,Full,2015,2.5,19000,False,38000
Charger,Riyadh,Dodge,Automatic,Gulf Arabic,Standard,2006,3.6,300,True,0
LS,Khobar,Lexus,Automatic,Saudi,Full,2015,4.6,103000,False,170000
Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2019,1.4,65392,False,37000
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2009,4.0,194000,True,0
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,100000,False,44000
Camry,Hafar Al-Batin,Toyota,Automatic,Saudi,Semi Full,2020,2.5,53800,False,1700
Suburban,Hail,Chevrolet,Automatic,Other,Semi Full,1997,5.6,364627,True,0
Accord,Qassim,Honda,Automatic,Gulf Arabic,Semi Full,2017,2.5,62847,False,82000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,3.5,62000,True,0
Camry,Riyadh,Toyota,Automatic,Other,Standard,2012,2.5,20455,True,0
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2015,6.2,137000,True,0
Sierra,Najran,GMC,Automatic,Saudi,Full,2014,5.3,200005,True,0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2020,1.6,16479,False,56000
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,126000,False,63000
Accent,Dammam,Hyundai,Automatic,Saudi,Full,2020,1.6,10400,False,53000
Suburban,Taef,Chevrolet,Automatic,Other,Full,2008,5.3,263,False,32000
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Full,2015,2.7,100000,True,0
Yukon,Qassim,GMC,Automatic,Saudi,Full,2012,5.3,270,False,39000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,173700,False,30000
Marquis,Dammam,Ford,Automatic,Gulf Arabic,Full,2011,4.6,360,True,0
Yukon,Jeddah,GMC,Automatic,Saudi,Full,2013,2.7,300,False,55000
Prado,Qassim,Toyota,Automatic,Saudi,Full,2018,1.5,130,True,0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2011,1.4,108000,False,19000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.6,41000,False,190000
C,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2018,2.0,95000,True,0
A6,Riyadh,Audi,Automatic,Saudi,Semi Full,2013,3.0,75000,False,70000
Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,False,49000
Innova,Jubail,Toyota,Automatic,Saudi,Full,2015,2.7,114000,False,49000
Taurus,Al-Namas,Ford,Automatic,Saudi,Semi Full,2010,4.4,10000,False,25000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2017,2.0,77000,True,0
Dokker,Riyadh,Renault,Manual,Saudi,Standard,2016,1.8,143000,False,20000
Corolla,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2015,1.6,370,True,0
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,142311,False,75000
Cadenza,Riyadh,Kia,Automatic,Saudi,Full,2017,3.3,88000,False,83000
CX5,Riyadh,Mazda,Automatic,Saudi,Full,2019,2.5,33000,False,102000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.6,18000,False,285000
H1,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.5,140,True,0
Camry,Qassim,Toyota,Automatic,Other,Standard,2016,2.5,148254,False,59000
Expedition,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,5.4,172000,False,76000
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2016,5.3,196000,True,0
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2009,2.5,350000,False,25000
Rio,Hail,Kia,Automatic,Other,Standard,2011,1.6,167000,True,0
CX9,Dammam,Mazda,Automatic,Gulf Arabic,Full,2016,3.7,169300,False,65000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,146000,True,0
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2006,4.5,215000,False,79000
Datsun,Riyadh,Nissan,Manual,Other,Full,1998,2.4,650000,False,12000
Carnival,Al-Ahsa,Kia,Automatic,Gulf Arabic,Semi Full,2016,2.5,125000,True,0
Accord,Abha,Honda,Automatic,Saudi,Standard,2008,2.4,197000,False,20000
Sonata,Al-Ahsa,Hyundai,Manual,Saudi,Standard,2019,2.4,3400,False,58000
Rio,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.4,270000,False,25000
Suburban,Makkah,GMC,Automatic,Saudi,Standard,2006,2.0,230000,False,29000
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2017,1.0,135000,False,73000
Previa,Riyadh,Toyota,Automatic,Other,Standard,2007,2.4,458,True,0
Mohave,Riyadh,Kia,Automatic,Saudi,Standard,2014,3.8,256000,False,30000
Carnival,Dammam,Kia,Automatic,Saudi,Full,2017,3.3,82217,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2007,5.3,262,False,30000
Traverse,Al-Medina,Chevrolet,Automatic,Other,Semi Full,2009,3.6,325,False,18000
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,125000,False,45000
Yaris,Jubail,Toyota,Manual,Saudi,Standard,2016,1.5,134000,False,23000
Explorer,Khobar,Ford,Automatic,Other,Standard,2003,4.0,360000,False,8000
The 5,Khobar,BMW,Automatic,Saudi,Standard,2014,2.0,150000,False,57000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2011,5.3,401000,False,52000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.6,177900,False,220000
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.6,219175,False,113500
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2014,2.0,139000,False,90000
Ghost,Dammam,Rolls-Royce,Automatic,Saudi,Full,2010,6.0,175000,False,310000
Land Cruiser,Arar,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,13000,True,0
Sunny,Riyadh,Nissan,Manual,Saudi,Standard,1999,2.8,500000,True,0
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2011,2.7,304000,False,32000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,57000,False,44000
Elantra,Al-Medina,Hyundai,Automatic,Other,Full,2016,1.6,87000,False,42000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.2,268041,False,75000
C,Dammam,Mercedes,Automatic,Saudi,Full,2015,2.0,125000,False,119000
Durango,Riyadh,Dodge,Automatic,Saudi,Semi Full,2013,5.7,253,False,29000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,85000,False,141000
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,47000,False,54000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.6,76014,False,48000
Rush,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.5,55000,False,52000
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.6,105272,False,38500
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2014,2.0,48000,False,100000
Cherokee,Riyadh,Jeep,Automatic,Saudi,Standard,2010,3.4,400,False,15000
Camry,Yanbu,Toyota,Automatic,Other,Full,1998,2.5,4500000,False,15000
3,Qassim,Mazda,Automatic,Gulf Arabic,Standard,2017,1.5,149000,True,0
Marquis,Al-Medina,Ford,Automatic,Other,Semi Full,2010,4.6,360000,True,0
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2017,2.7,73000,False,72000
Edge,Riyadh,Ford,Automatic,Saudi,Full,2014,3.5,204,True,0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,109000,False,33000
Copper,Qassim,MINI,Manual,Saudi,Full,1998,2.0,900000,False,40000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2014,5.7,190700,False,59000
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.5,238000,False,48500
Azera,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2012,3.0,433000,False,30000
Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2016,3.5,198000,False,69000
LS,Qassim,Lexus,Automatic,Saudi,Full,2008,8.0,300,True,0
Cherokee,Khobar,Jeep,Automatic,Saudi,Semi Full,2019,2.4,22000,True,0
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2014,2.7,180000,False,52000
CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2015,2.4,138020,False,58000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2014,4.6,164,True,0
Sonata,Tabouk,Hyundai,Automatic,Gulf Arabic,Full,2018,2.0,79000,False,36000
The 5,Riyadh,BMW,Automatic,Saudi,Semi Full,2011,3.0,276000,False,65000
Tahoe,Dammam,Chevrolet,Automatic,Other,Standard,2013,5.3,350,True,0
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019,1.5,73700,True,0
Veloster,Riyadh,Hyundai,Automatic,Saudi,Full,2019,2.0,63000,False,62000
Prestige,Tabouk,Genesis,Automatic,Gulf Arabic,Semi Full,2015,3.8,85343,False,81000
Suburban,Riyadh,Chevrolet,Automatic,Other,Full,2015,5.3,189000,True,0
Pathfinder,Arar,Nissan,Automatic,Saudi,Semi Full,2016,3.5,100,True,0
Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2020,2.5,17000,False,1430
Taurus,Jazan,Ford,Automatic,Saudi,Full,2014,3.5,269177,False,60000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015,4.6,83000,False,160000
E,Riyadh,Mercedes,Automatic,Other,Standard,2016,2.0,110440,False,98000
G,Riyadh,Mercedes,Automatic,Saudi,Full,2015,8.8,213000,False,240000
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,36833,False,28500
Jetta,Jeddah,Volkswagen,Automatic,Saudi,Full,2015,2.0,295000,True,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,127974,False,61500
LX,Riyadh,Lexus,Automatic,Saudi,Full,2019,5.7,41142,False,381000
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,203312,False,62500
IS,Dammam,Lexus,Automatic,Other,Full,2017,3.0,90000,False,117000
Cerato,Jeddah,Kia,Automatic,Saudi,Full,2010,1.6,293300,False,13500
Camry,Dammam,Toyota,Automatic,Other,Semi Full,2001,2.5,346900,False,17000
Hiace,Riyadh,Toyota,Manual,Other,Standard,2016,2.7,99999,False,69000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2021,5.3,2500,True,0
Avalon,Tabouk,Toyota,Automatic,Saudi,Semi Full,2019,3.5,60000,False,115000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2016,2.5,124000,True,0
Datsun,Abha,Nissan,Manual,Saudi,Full,2007,2.4,214,True,0
Expedition,Dammam,Ford,Automatic,Saudi,Full,2018,3.6,44200,False,159000
Blazer,Jeddah,Chevrolet,Automatic,Saudi,Full,2008,3.6,220000,False,18000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2016,3.5,157,True,0
Thunderbird,Riyadh,Ford,Automatic,Other,Full,1965,8.0,25000,True,0
Fluence,Dammam,Renault,Automatic,Saudi,Semi Full,2015,1.6,91000,False,20000
ES,Khobar,Lexus,Automatic,Other,Full,2007,6.1,240000,False,24000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2012,4.0,370000,True,0
Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,116987,False,58000
Grand Cherokee,Dammam,Jeep,Automatic,Saudi,Full,2017,5.7,102000,False,99000
Pajero,Aseer,Mitsubishi,Automatic,Saudi,Full,2018,3.8,62000,False,82000
